Country Name,Country Code,Series Name,Series Code,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Afghanistan,AFG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,13.3170795440674,18.6647891998291,19.7837009429932,29.9304599761963,30.0831604003906,40.2233810424805,46.7327613830566,53.2468299865723,54.6161804199219,56.6773414611816,56.6886596679688,55.6561584472656,55.6444091796875,..,..
Albania,ALB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,75.0189895629883,74.170280456543,76.8870620727539,77.9558868408203,81.2808685302734,83.6489181518555,85.409309387207,88.4116363525391,90.8483505249023,92.7414703369141,95.8315734863281,96.4260864257813,95.7654876708984,..,..
Algeria,DZA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,73.7556610107422,77.2134017944336,78.7822265625,79.7915802001953,70.2812118530273,76.7558517456055,93.0700302124023,97.1719207763672,99.8601913452148,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,23.5545902252197,24.9924507141113,28.7813091278076,28.8987197875977,..,..,..,..,..,..
Antigua and Barbuda,ATG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,102.672256469727,110.871238708496,108.522506713867,106.206718444824,106.116546630859,105.393508911133,..,102.318222045898,102.705459594727,..,..
Arab World,ARB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,64.0377731323242,65.8538589477539,65.9310073852539,65.8479309082031,64.6981582641602,65.3422927856445,66.8289031982422,68.0508804321289,70.6914901733398,71.7165603637695,70.2746887207031,70.7350463867188,..,..,..
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,95.7509918212891,95.4969329833984,94.005989074707,93.3450698852539,93.7067489624023,95.2462768554688,98.8308181762695,101.801116943359,103.599678039551,105.19255065918,106.323143005371,106.777900695801,..,..,..
Armenia,ARM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,88.3207397460938,91.0585632324219,93.8858337402344,94.8729705810547,92.7056121826172,96.6328811645508,..,..,..,..,..,88.5023574829102,..,..
Aruba,ABW,"School enrollment, secondary (% gross)",SE.SEC.ENRR,99.0911712646484,97.25244140625,95.9288177490234,97.3563690185547,102.546356201172,94.6491317749023,96.7234420776367,95.8235397338867,97.0151214599609,111.174522399902,..,..,..,..,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,156.194351196289,149.94206237793,148.366104125977,127.389617919922,126.36637878418,128.034057617188,130.318542480469,132.456695556641,134.268112182617,136.879623413086,137.581512451172,137.564788818359,..,..,..
Austria,AUT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,99.6250534057617,99.6793823242188,100.512802124023,100.472991943359,99.8067474365234,99.4811630249023,99.6886367797852,98.8622436523438,98.193489074707,97.7844161987305,98.9362335205078,99.2964019775391,100.02188873291,..,..
Azerbaijan,AZE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,86.3785171508789,89.2948608398438,91.601318359375,95.0630722045898,94.4456634521484,92.9817428588867,92.6336822509766,..,..,..,..,..,..,..
Bahrain,BHR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,94.2609710693359,95.3696975708008,96.1961898803711,96.3959503173828,..,91.797721862793,91.991081237793,92.8599624633789,95.2977981567383,91.6528015136719,96.6312866210938,98.8924407958984,102.130897521973,..,..
Bangladesh,BGD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,50.2781181335449,46.8372993469238,45.516788482666,46.0980911254883,46.8709602355957,44.8864517211914,48.5376091003418,50.1194190979004,50.8635406494141,53.5320510864258,58.3092613220215,..,63.524528503418,..,..
Barbados,BRB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,105.457382202148,107.744453430176,108.550003051758,105.884437561035,105.416030883789,104.495941162109,103.227142333984,101.902473449707,103.608627319336,..,..,109.247566223145,..,..,..
Belarus,BLR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,110.763786315918,109.52855682373,107.05786895752,106.308082580566,107.004867553711,106.228012084961,107.031799316406,107.119422912598,..,..
Belgium,BEL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,158.987564086914,107.916496276855,108.354248046875,108.503578186035,107.870719909668,106.412826538086,105.695953369141,105.78588104248,106.481132507324,106.309463500977,163.101013183594,164.811737060547,166.808471679688,..,..
Belize,BLZ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,76.9527969360352,78.2889633178711,76.5187072753906,76.7253265380859,75.3678665161133,74.8418731689453,74.4397201538086,75.3597869873047,76.0342864990234,78.3836517333984,80.1630401611328,79.8772583007813,80.7922134399414,..,..
Benin,BEN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,26.5806903839111,28.3475093841553,..,..,..,..,..,..,47.6814994812012,..,54.1660690307617,54.3636016845703,56.8119583129883,..,..
Bermuda,BMU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,79.0366363525391,81.2965469360352,80.8843536376953,77.6422119140625,..,..,..,78.7241592407227,77.1428604125977,75.2807006835938,74.2486190795898,72.622428894043,71.5424118041992,..,..
Bhutan,BTN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,45.7212295532227,48.6649513244629,52.8779716491699,56.4754104614258,61.7531089782715,66.1123886108398,69.5143737792969,73.6317672729492,77.2370986938477,84.1976928710938,..,..,..
Bolivia,BOL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,82.7161178588867,85.8130493164063,86.9914398193359,86.3924102783203,86.0628280639648,85.5786590576172,84.0427703857422,83.1342163085938,82.3181228637695,82.8828964233398,84.6744995117188,85.3796310424805,86.4050674438477,..,..
Bosnia and Herzegovina,BIH,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,76.2931823730469,77.8344573974609,78.5254898071289,80.5333633422852,81.3717575073242,76.861572265625,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,101.868667602539,102.371032714844,101.2919921875,..,95.1699981689453,96.7201232910156,96.6654815673828,..,95.2633819580078,95.5837326049805,101.868072509766,101.950897216797,99.6509704589844,..,..
British Virgin Islands,VGB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,97.086799621582,99.5915985107422,106.689338684082,108.052947998047,103.224067687988,..,97.0029983520508,101.602401733398,96.2462463378906,97.6035919189453,98.3093032836914,97.7373275756836,98.7335586547852,..,..
Brunei Darussalam,BRN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,89.7153091430664,94.0597763061523,97.6358337402344,98.5333862304688,96.697380065918,96.6082077026367,98.4955215454102,99.2443237304688,101.081367492676,105.711692810059,104.346252441406,99.1162109375,96.0794677734375,..,..
Bulgaria,BGR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,86.8954772949219,89.4008407592773,90.4507217407227,91.3714904785156,91.6947479248047,90.6111602783203,89.5244598388672,90.4246520996094,93.182861328125,93.1796417236328,98.8783187866211,100.879287719727,99.0163497924805,..,..
Burkina Faso,BFA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,12.0767602920532,13.2529497146606,14.3002996444702,15.0407495498657,16.1643295288086,18.9086399078369,20.2868595123291,21.9022006988525,23.8452091217041,25.9408397674561,28.3657302856445,30.3352699279785,33.6666603088379,..,..
Burundi,BDI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,10.2419099807739,11.6547002792358,12.6990098953247,13.8946895599365,14.8282899856567,..,19.7602806091309,22.8243103027344,25.5176792144775,27.8977909088135,32.2784881591797,37.8889808654785,42.4800682067871,..,..
Cabo Verde,CPV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,66.7169570922852,65.7059478759766,68.6929397583008,80.0283813476563,80.1696166992188,83.0997619628906,83.2680206298828,86.4719696044922,89.5345001220703,91.4871292114258,94.2451705932617,92.5794677734375,92.8984298706055,..,..
Cambodia,KHM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,27.4046897888184,31.2058506011963,..,39.5919494628906,42.5339393615723,45.0513305664063,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,29.4101104736328,26.1779193878174,26.6441898345947,23.1698303222656,31.7637805938721,35.9441909790039,39.6364402770996,..,47.2656517028809,50.4674301147461,52.302131652832,56.4307289123535,58.0781288146973,..,..
Canada,CAN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,101.056846618652,101.425109863281,101.677612304688,102.196853637695,102.663208007813,102.397277832031,103.411331176758,110.267601013184,109.931549072266,..,..,..,..
Caribbean small states,CSS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,85.8223114013672,88.0380935668945,87.8315124511719,88.8706970214844,89.6788787841797,90.4059295654297,90.5621719360352,90.0459289550781,91.0016708374023,85.3184280395508,79.5851669311523,79.3260269165039,..,..,..
Cayman Islands,CYM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,13.7092800140381,..,17.7471008300781,17.3780097961426,..,..,..,..,..
Central Europe and the Baltics,CEB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,95.5783462524414,92.6023101806641,93.9230422973633,94.1570816040039,95.0290069580078,96.1027069091797,96.4172897338867,97.3673400878906,97.9161987304688,98.0995635986328,103.608993530273,103.0322265625,..,..,..
Chad,TCD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,14.7922296524048,15.1948900222778,15.672739982605,16.0908203125,18.541820526123,20.9977893829346,23.0561408996582,22.6520805358887,23.1282806396484,22.4027900695801,..,..,..,..,..
Channel Islands,CHI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,93.4507904052734,95.3711395263672,97.6583786010742,98.3335494995117,97.6615829467773,97.0461120605469,94.2128295898438,94.5737075805664,93.7881317138672,91.4658889770508,100.457672119141,100.40454864502,100.646186828613,..,..
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,62.2666702270508,..,..,68.4451675415039,72.5800399780273,76.6976089477539,80.6078491210938,84.9211578369141,89.0779418945313,92.1432495117188,96.2417526245117,94.3320693969727,94.2992095947266,..,..
Colombia,COL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,78.7300109863281,83.4079437255859,87.7769622802734,91.6023330688477,93.9706573486328,99.2359390258789,102.020622253418,103.872650146484,99.8500289916992,100.337730407715,98.7619094848633,98.0918579101563,..,..
Comoros,COM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,39.4272193908691,43.3902206420898,..,..,..,..,..,..,..,..,59.3322906494141,60.3504104614258,..,..,..
"Congo, Dem. Rep.",COD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,35.0657997131348,37.7469902038574,39.6730613708496,39.3679618835449,41.3788604736328,41.2836990356445,40.9936714172363,43.5052108764648,..,..,..
"Congo, Rep.",COG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,40.4610404968262,45.8933792114258,..,..,..,..,..,..,..,54.5433807373047,..,..,..,..,..
Costa Rica,CRI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,82.4991912841797,84.3638229370117,91.0060501098633,92.0730590820313,93.1422424316406,99.6457214355469,102.18531036377,104.562889099121,107.950958251953,114.636619567871,120.326652526855,123.085731506348,..,..
Cote d'Ivoire,CIV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,40.1321601867676,43.8677291870117,..,..
Croatia,HRV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,88.3184509277344,..,93.1465225219727,94.9340286254883,96.9033966064453,98.9622116088867,100.628288269043,100.713912963867,99.8821716308594,99.7670593261719,100.090026855469,98.9999923706055,98.2164764404297,..,..
Cuba,CUB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,92.0018310546875,91.1870193481445,92.6437835693359,94.0296936035156,93.9216537475586,93.3292770385742,91.5825119018555,91.8892669677734,92.4431304931641,91.9312591552734,93.294677734375,99.6651306152344,100.399871826172,..,..
Curacao,CUW,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,88.3455429077148,..,..,..,..
Cyprus,CYP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,98.4242630004883,97.7151184082031,96.5432815551758,96.5981521606445,97.7791519165039,98.3290405273438,98.3875579833984,91.440803527832,92.8256225585938,95.2998504638672,98.3116912841797,99.4167327880859,99.7783126831055,..,..
Czech Republic,CZE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,96.6181030273438,95.5714569091797,95.8069381713867,96.1812362670898,95.0964279174805,94.2965469360352,94.0108108520508,94.8289031982422,95.9841232299805,97.0830688476563,104.379760742188,105.125846862793,105.561729431152,..,..
Denmark,DNK,"School enrollment, secondary (% gross)",SE.SEC.ENRR,126.465766906738,123.658248901367,124.180923461914,120.0791015625,118.825103759766,117.899757385254,118.034637451172,119.569389343262,122.801193237305,123.682510375977,129.779083251953,129.868026733398,130.824737548828,..,..
Djibouti,DJI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,20.2244205474854,22.4824504852295,22.3076400756836,25.7852401733398,30.6445503234863,33.4876708984375,..,39.3688888549805,43.0634307861328,45.057861328125,46.3529090881348,47.069019317627,48.2695617675781,..
Dominica,DMA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,114.27725982666,109.746070861816,107.352096557617,104.399436950684,102.888191223145,100.564117431641,100.627700805664,96.9340972900391,96.7295989990234,..,..,..,100.487892150879,..,..
Dominican Republic,DOM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,68.1997833251953,69.7449798583984,..,78.0825424194336,76.7469635009766,78.5784072875977,76.0154571533203,75.6278305053711,76.3887405395508,77.5965728759766,78.3560409545898,77.8207168579102,..,..
Early-demographic dividend,EAR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,55.0185317993164,56.2214088439941,57.3038215637207,58.6567192077637,60.6465606689453,62.1796188354492,62.6373291015625,64.876708984375,67.1637496948242,69.0030212402344,69.9788513183594,70.3706817626953,..,..,..
East Asia & Pacific,EAS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,64.6110687255859,66.109977722168,67.2239685058594,69.1570281982422,72.9048080444336,75.5086135864258,78.6416625976563,81.5026321411133,84.3281326293945,86.3395614624023,88.8673477172852,87.9348220825195,..,..,..
East Asia & Pacific (excluding high income),EAP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,61.979808807373,63.6750183105469,64.8216018676758,66.9410934448242,70.84326171875,73.5347595214844,76.7915802001953,79.8195877075195,82.78955078125,84.8219680786133,87.4938125610352,86.4609832763672,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,61.5582313537598,63.2699890136719,64.4208908081055,66.550048828125,70.4793319702148,73.1869583129883,76.4707183837891,79.5263900756836,82.5269393920898,84.5802917480469,87.2832183837891,86.2319488525391,..,..,..
Ecuador,ECU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,58.5680389404297,59.2243881225586,61.8786010742188,64.1969528198242,65.9154205322266,..,..,88.7389373779297,92.8492126464844,97.6955108642578,101.393699645996,104.476791381836,107.700691223145,107.223258972168,..
"Egypt, Arab Rep.",EGY,"School enrollment, secondary (% gross)",SE.SEC.ENRR,80.9899978637695,80.7929534912109,..,..,..,..,68.7933120727539,71.5056762695313,81.6779174804688,83.6341018676758,85.7250595092773,86.1023178100586,..,..,..
El Salvador,SLV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,65.9567108154297,69.2184906005859,68.5339813232422,68.2440185546875,68.3509521484375,68.1611022949219,69.7499694824219,72.0208511352539,74.8348922729492,77.1446685791016,81.2979278564453,81.1161499023438,79.425407409668,..,..
Equatorial Guinea,GNQ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,27.3713092803955,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,25.0500507354736,25.6971492767334,28.4680995941162,29.9203491210938,29.0290908813477,30.8735599517822,33.0254211425781,34.1042289733887,35.3205986022949,36.5461196899414,35.5193099975586,34.7543716430664,30.5498600006104,..,..
Estonia,EST,"School enrollment, secondary (% gross)",SE.SEC.ENRR,97.6677017211914,100.085289001465,102.789932250977,103.11190032959,103.234329223633,102.266937255859,102.746101379395,105.296241760254,107.366287231445,107.529846191406,108.582939147949,110.406478881836,115.17822265625,..,..
Ethiopia,ETH,"School enrollment, secondary (% gross)",SE.SEC.ENRR,19.4993591308594,21.9114208221436,24.7503604888916,28.8394908905029,31.9898700714111,33.2038688659668,33.4888916015625,34.808219909668,36.0482292175293,37.7033882141113,..,..,35.1732482910156,..,..
Euro area,EMU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,105.982933044434,104.169418334961,105.78182220459,106.077239990234,106.012969970703,106.53540802002,106.625709533691,107.923141479492,108.545509338379,108.740226745605,111.488388061523,111.419662475586,..,..,..
Europe & Central Asia,ECS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,98.1852798461914,95.6700592041016,95.2415008544922,95.5912170410156,96.1650085449219,96.5070266723633,96.0488967895508,97.8580627441406,98.5292663574219,98.9272918701172,105.351951599121,105.963516235352,..,..,..
Europe & Central Asia (excluding high income),ECA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,91.8226013183594,89.0821228027344,86.8984680175781,88.0699920654297,89.2442321777344,89.3261032104492,88.2203063964844,90.3195419311523,92.2806625366211,92.9356231689453,97.6857223510742,98.3922882080078,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"School enrollment, secondary (% gross)",SE.SEC.ENRR,92.7002105712891,89.6124420166016,87.7741622924805,88.8328018188477,89.9170837402344,89.9765625,88.9205780029297,90.8588180541992,92.673942565918,93.3029403686523,98.396858215332,99.0305328369141,..,..,..
European Union,EUU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.726837158203,101.641242980957,103.135749816895,102.514549255371,102.545387268066,103.287353515625,103.677658081055,105.08390045166,104.413101196289,104.458160400391,112.446792602539,112.793739318848,..,..,..
Faroe Islands,FRO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,86.042106628418,90.8494262695313,..,91.0083770751953,89.1594009399414,87.869873046875,86.8852005004883,..,90.9216232299805,88.6682510375977,..,..,..,..,..
Finland,FIN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,131.743698120117,110.912467956543,111.971076965332,111.613548278809,110.329086303711,108.744270324707,107.423797607422,107.272590637207,107.478218078613,107.485900878906,143.218566894531,145.483688354492,149.456085205078,..,..
Fragile and conflict affected situations,FCS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,35.6667213439941,37.5372085571289,38.3355598449707,39.7509689331055,40.2607498168945,42.1687088012695,43.5346488952637,44.4920806884766,45.3746604919434,46.181568145752,44.9808692932129,45.5368003845215,..,..,..
France,FRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,108.176223754883,107.921203613281,112.273818969727,112.074546813965,111.837348937988,111.625556945801,111.178520202637,111.32689666748,111.222412109375,111.665321350098,110.940650939941,110.644012451172,..,..,..
French Polynesia,PYF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,57.8413581848145,58.834888458252,57.451831817627,..,..,..,..,..,..,..
Georgia,GEO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,82.1224136352539,78.9062423706055,81.6564025878906,83.4852066040039,89.88330078125,90.6510620117188,88.1063232421875,..,..,..,97.69384765625,99.4300384521484,103.681617736816,..,..
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,102.03214263916,102.389457702637,102.506103515625,103.197898864746,102.510787963867,103.58659362793,103.326179504395,103.983703613281,103.643310546875,102.883880615234,102.477699279785,102.429862976074,102.665397644043,..,..
